Object 1 2 3
DES_SN404318.DAT 0.15833070874214172 0.8366407752037048 0.0050285132601857185
DES_SN865026.DAT 0.06918549537658691 0.014786173589527607 0.9160283207893372
DES_SN375824.DAT 0.18567198514938354 0.8086796998977661 0.005648307967931032
DES_SN616614.DAT 0.16308504343032837 0.828965961933136 0.007948992773890495
DES_SN852417.DAT 0.0792156234383583 0.9012107849121094 0.019573604688048363
DES_SN070987.DAT 0.7434318661689758 0.046648502349853516 0.20991964638233185
DES_SN248544.DAT 0.2171090841293335 0.12992160022258759 0.6529693007469177
DES_SN708467.DAT 0.01935136318206787 0.979424238204956 0.0012243754463270307
DES_SN850034.DAT 0.8546621203422546 0.027885258197784424 0.11745261400938034
DES_SN635349.DAT 0.28440192341804504 0.5416140556335449 0.17398403584957123
DES_SN552189.DAT 0.6142991185188293 0.029232708737254143 0.35646817088127136
DES_SN377225.DAT 0.6379241347312927 0.03710775077342987 0.3249681293964386
DES_SN256535.DAT 8.2293363448116e-06 0.999755859375 0.00023590495402459055
DES_SN396792.DAT 0.6168631315231323 0.36445003747940063 0.018686799332499504
DES_SN860454.DAT 0.4989612400531769 0.1745927929878235 0.32644596695899963
DES_SN715135.DAT 0.3013388514518738 0.6922893524169922 0.006371811963617802
DES_SN743657.DAT 0.05976105481386185 0.9279354214668274 0.012303498573601246
DES_SN043855.DAT 0.00016096494800876826 0.9996991753578186 0.00013986283738631755
DES_SN359644.DAT 1.1544451439249315e-07 0.9870271682739258 0.012972718104720116
DES_SN539442.DAT 0.7173303961753845 0.2648628354072571 0.01780678518116474
DES_SN483304.DAT 0.8030987977981567 0.1869099885225296 0.009991193190217018
DES_SN795605.DAT 0.1872638612985611 0.783912181854248 0.0288239698857069
DES_SN392007.DAT 0.6963863372802734 0.17331035435199738 0.13030333817005157
DES_SN293800.DAT 0.05481038987636566 0.9428554773330688 0.0023341041523963213
DES_SN157176.DAT 0.02124149538576603 0.9761431813240051 0.002615308156237006
DES_SN120055.DAT 0.45038604736328125 0.49228331446647644 0.05733063071966171
DES_SN345570.DAT 0.4144580364227295 0.5633535385131836 0.02218843437731266
DES_SN822193.DAT 0.8848193287849426 0.06934040784835815 0.04584028571844101
DES_SN153363.DAT 0.13207843899726868 0.8607342839241028 0.0071872989647090435
