1 2 3
0.15833070874214172 0.8366407752037048 0.0050285132601857185
0.06918549537658691 0.014786173589527609 0.9160283207893372
0.18567198514938354 0.8086796998977661 0.005648307967931032
0.16308504343032834 0.828965961933136 0.007948992773890495
0.0792156234383583 0.9012107849121094 0.019573604688048363
0.7434318661689758 0.046648502349853516 0.20991964638233185
0.2171090841293335 0.1299216002225876 0.6529693007469177
0.019351363182067868 0.9794242382049559 0.0012243754463270307
0.8546621203422546 0.027885258197784424 0.11745261400938035
0.28440192341804504 0.5416140556335449 0.17398403584957126
0.6142991185188293 0.029232708737254143 0.35646817088127136
0.6379241347312927 0.03710775077342987 0.3249681293964386
8.2293363448116e-06 0.999755859375 0.00023590495402459052
0.6168631315231323 0.36445003747940063 0.018686799332499504
0.4989612400531769 0.1745927929878235 0.32644596695899963
0.3013388514518738 0.6922893524169922 0.0063718119636178025
0.05976105481386185 0.9279354214668274 0.012303498573601246
0.00016096494800876826 0.9996991753578186 0.00013986283738631755
1.1544451439249315e-07 0.9870271682739258 0.012972718104720116
0.7173303961753845 0.2648628354072571 0.01780678518116474
0.8030987977981567 0.1869099885225296 0.009991193190217018
0.1872638612985611 0.7839121818542479 0.0288239698857069
0.6963863372802734 0.17331035435199738 0.13030333817005155
0.05481038987636566 0.9428554773330688 0.0023341041523963213
0.021241495385766033 0.9761431813240052 0.0026153081562370058
0.4503860473632813 0.4922833144664765 0.05733063071966171
0.4144580364227295 0.5633535385131836 0.02218843437731266
0.8848193287849426 0.06934040784835815 0.04584028571844101
0.13207843899726868 0.8607342839241028 0.0071872989647090435
0.14086595177650452 0.8558815121650696 0.0032525514252483845
0.41140177845954895 0.5747047066688538 0.013893535360693932
0.0771372988820076 0.9151758551597596 0.0076868608593940735
0.06444430351257324 0.033589664846658714 0.9019660353660583
0.18646007776260376 0.810795783996582 0.002744133118540049
0.765730619430542 0.03158334270119667 0.20268602669239044
0.1109391450881958 0.5922986268997192 0.2967621982097626
0.10848880559206008 0.8886298537254333 0.0028813681565225124
0.3567232191562653 0.613388180732727 0.029888588935136795
