1 2 3
0.0019824362825602293 0.984525978565216 0.013491563498973845
0.13790906965732574 0.7803652882575989 0.08172564953565598
0.4743404090404511 0.4762652814388275 0.04939429834485054
0.003006399841979146 0.9871032834053041 0.009890308603644371
0.02118581160902977 0.9404910802841188 0.03832308575510979
0.006904220208525658 0.9839158058166504 0.009179992601275444
0.015692118555307392 0.007852356880903244 0.9764555096626282
0.07509694993495941 0.8751198649406433 0.049783188849687576
0.08496739715337752 0.5687977075576782 0.34623488783836365
0.01083289459347725 0.9649546146392822 0.02421250380575657
0.08089534938335419 0.8733938336372375 0.045710839331150055
0.008320043794810772 0.9056227803230286 0.08605717122554779
0.04525599256157875 0.9346124529838562 0.020131560042500496
0.2074301689863205 0.7131959199905396 0.07937391102313995
8.780472126090899e-05 0.9948054552078248 0.00510674761608243
0.006353685632348061 0.9235833883285522 0.07006292790174484
0.021744443103671074 0.9658289551734924 0.012426571920514108
3.319109600852244e-05 0.997007131576538 0.0029596867971122265
0.056404050439596176 0.7543348073959351 0.1892611533403397
0.0548003688454628 0.9051093459129332 0.04009026288986206
0.029460960999131206 0.9282829761505128 0.04225605353713036
0.027341751381754875 0.9310700297355652 0.041588205844163895
0.5062457323074341 0.4106550812721253 0.08309919387102127
0.1907997876405716 0.7311548590660095 0.0780453234910965
0.018051560968160633 0.9456250071525574 0.03632345050573349
0.023646743968129158 0.9637691974639891 0.012584038078784944
0.0031134502496570353 0.977721869945526 0.019164683297276497
0.011446049436926842 0.9422135949134828 0.046340353786945336
0.03905962407588959 0.9307482242584229 0.03019215166568756
3.34351061610505e-05 0.9945583939552308 0.005408195778727531
0.8698861598968506 0.013680744916200638 0.11643307656049727
0.007820217870175837 0.9830964207649232 0.009083357639610769
1.1428931429691147e-05 0.9981569647789 0.0018316007917746906
0.0023844989482313395 0.987930417060852 0.009685109369456768
0.007715663872659206 0.9682565331459044 0.024027813225984573
0.05494648963212967 0.748820960521698 0.19623254239559174
0.8076651692390442 0.0020968990866094828 0.1902379095554352
0.02353682555258274 0.9574930667877196 0.01897010020911694
0.7860948443412781 0.046176586300134666 0.16772855818271634
0.18316678702831268 0.26254433393478394 0.5542888641357422
0.286996066570282 0.6252738237380981 0.08773014694452286
0.0027859846595674753 0.9341495037078856 0.06306453794240953
0.923773467540741 0.012429927475750445 0.06379657983779907
0.6331492066383362 0.2230360954999924 0.14381471276283264
0.0001304077886743471 0.9881712794303894 0.011698318645358086
0.03767424449324608 0.9191101789474488 0.043215561658144
0.9452776908874512 0.00987938791513443 0.0448429100215435
0.0032859472557902336 0.8666507601737976 0.1300632655620575
0.01787404902279377 0.9578857421875 0.02424023300409317
0.03386140614748001 0.8006878495216371 0.16545072197914126
0.010002183727920055 0.9689928889274596 0.0210049282759428
0.01113757211714983 0.3942224979400635 0.5946399569511414
0.3349228501319885 0.6208916902542114 0.04418548196554184
0.9100931882858276 0.0061930231750011435 0.08371381461620331
0.8976230025291443 0.02434525080025196 0.07803172618150711
0.9264617562294006 0.0008771619759500028 0.07266109436750412
0.015782346948981285 0.11002004146575928 0.8741976022720337
