Object 1 2 3
DES_SN705161.DAT 0.016110746189951897 0.6037524342536926 0.3801368474960327
DES_SN257821.DAT 0.17765796184539795 0.712081253528595 0.11026079207658768
DES_SN114623.DAT 0.24285516142845154 0.6330810785293579 0.12406373769044876
DES_SN531923.DAT 0.024119805544614792 0.7311248779296875 0.2447553277015686
DES_SN401377.DAT 0.08097980916500092 0.661689281463623 0.25733089447021484
DES_SN242631.DAT 0.01595834456384182 0.7907243371009827 0.19331733882427216
DES_SN342574.DAT 0.23558318614959717 0.4836371839046478 0.280779629945755
DES_SN029052.DAT 0.2509218752384186 0.6464567184448242 0.1026213988661766
DES_SN398412.DAT 0.1544061303138733 0.7666323781013489 0.07896149903535843
DES_SN741244.DAT 0.1269351691007614 0.767072856426239 0.10599195957183838
DES_SN738922.DAT 0.08685996383428574 0.8841540217399597 0.028986046090722084
DES_SN380551.DAT 0.20294585824012756 0.7138940095901489 0.0831601545214653
DES_SN094464.DAT 0.1585356444120407 0.6746758818626404 0.16678845882415771
DES_SN296151.DAT 0.1916736662387848 0.707095205783844 0.1012311577796936
DES_SN100803.DAT 0.007367684040218592 0.717976987361908 0.2746553122997284
DES_SN620170.DAT 0.08863775432109833 0.903862714767456 0.00749953743070364
DES_SN030041.DAT 0.31554049253463745 0.3607062101364136 0.323753297328949
DES_SN202822.DAT 0.09804205596446991 0.806918203830719 0.0950397253036499
DES_SN780649.DAT 0.3681256175041199 0.5064222812652588 0.12545207142829895
DES_SN631384.DAT 0.36456358432769775 0.5185509920120239 0.11688542366027832
DES_SN852760.DAT 0.0070322188548743725 0.7278146147727966 0.265153169631958
DES_SN834988.DAT 0.12221308797597885 0.7247811555862427 0.15300573408603668
DES_SN695958.DAT 0.23931902647018433 0.6862842440605164 0.07439674437046051
DES_SN725066.DAT 0.11957954615354538 0.4845868945121765 0.3958335518836975
DES_SN446689.DAT 0.015546770766377449 0.7146986722946167 0.2697545886039734
DES_SN105453.DAT 0.42235812544822693 0.43116098642349243 0.14648087322711945
DES_SN690943.DAT 0.3451150357723236 0.5579125881195068 0.09697237610816956
DES_SN598186.DAT 0.22142203152179718 0.7175742387771606 0.06100374460220337
DES_SN147860.DAT 0.016999945044517517 0.7349302768707275 0.24806974828243256
DES_SN722220.DAT 0.30600276589393616 0.4471819996833801 0.24681521952152252
DES_SN538975.DAT 0.0322820208966732 0.7714605927467346 0.19625738263130188
DES_SN626445.DAT 0.15877972543239594 0.752845048904419 0.08837522566318512
DES_SN035951.DAT 0.01603100262582302 0.6208884716033936 0.36308053135871887
DES_SN420661.DAT 0.16432678699493408 0.7553503513336182 0.08032283931970596
DES_SN647996.DAT 0.014366847462952137 0.5552831292152405 0.43035000562667847
DES_SN050755.DAT 0.2495453655719757 0.6796398162841797 0.0708148330450058
DES_SN210840.DAT 0.22026996314525604 0.7154683470726013 0.06426170468330383
DES_SN639852.DAT 0.19457873702049255 0.74830162525177 0.05711966007947922
DES_SN641128.DAT 0.008141379803419113 0.6808119416236877 0.31104665994644165
DES_SN642721.DAT 0.16836458444595337 0.7361436486244202 0.09549175947904587
DES_SN817236.DAT 0.2647060453891754 0.6520918607711792 0.08320212364196777
DES_SN188965.DAT 0.07592148333787918 0.7769366502761841 0.14714182913303375
DES_SN535619.DAT 0.006846747361123562 0.6383081078529358 0.35484516620635986
DES_SN819708.DAT 0.36384254693984985 0.561679482460022 0.07447798550128937
DES_SN659492.DAT 0.01595114730298519 0.6892855763435364 0.2947632670402527
DES_SN438167.DAT 0.0 0.5819385647773743 0.41806140542030334
DES_SN328963.DAT 0.00771134439855814 0.8781665563583374 0.11412211507558823
DES_SN650827.DAT 0.02328965626657009 0.6877173185348511 0.2889930307865143
DES_SN754517.DAT 0.057064179331064224 0.6959193348884583 0.24701645970344543
DES_SN728045.DAT 0.17314310371875763 0.7531940340995789 0.07366284728050232
DES_SN147883.DAT 0.08392037451267242 0.7606061100959778 0.1554735153913498
DES_SN827347.DAT 0.2560507357120514 0.6141824126243591 0.12976685166358948
DES_SN827122.DAT 0.39783141016960144 0.4252845048904419 0.17688407003879547
DES_SN399286.DAT 0.39787647128105164 0.4896696209907532 0.11245390772819519
DES_SN395095.DAT 0.007097168825566769 0.5808013081550598 0.41210150718688965
DES_SN050500.DAT 0.17028111219406128 0.7494064569473267 0.08031241595745087
DES_SN076317.DAT 0.06557317078113556 0.7872698307037354 0.1471569687128067
DES_SN605161.DAT 0.007739712949842215 0.6768791079521179 0.31538116931915283
DES_SN797253.DAT 0.1039523184299469 0.7495178580284119 0.14652979373931885
DES_SN360099.DAT 0.14895634353160858 0.7912725806236267 0.059771064668893814
DES_SN827955.DAT 0.2849547564983368 0.5707646608352661 0.14428062736988068
DES_SN229405.DAT 0.0 0.801201343536377 0.19879867136478424
