Object 1 2 3
DES_SN664706.DAT 0.021092545241117477 0.9652162790298462 0.013691174797713757
DES_SN106022.DAT 0.015144197270274162 0.9105097651481628 0.07434604316949844
DES_SN474620.DAT 0.5765305161476135 0.35254016518592834 0.07092935591936111
DES_SN860880.DAT 0.015214306302368641 0.9802266359329224 0.004559041000902653
DES_SN791450.DAT 0.010616968385875225 0.9859837293624878 0.003399324370548129
DES_SN617736.DAT 0.006442825775593519 0.9894476532936096 0.004109550267457962
DES_SN255954.DAT 0.029969235882163048 0.07179329544305801 0.8982374668121338
DES_SN713335.DAT 0.034897129982709885 0.9558057188987732 0.009297170676290989
DES_SN065594.DAT 0.01848379336297512 0.9332348108291626 0.04828140512108803
DES_SN468961.DAT 0.8598448038101196 0.06719177216291428 0.07296339422464371
DES_SN707794.DAT 0.10913655161857605 0.8650782704353333 0.025785192847251892
DES_SN098451.DAT 0.00040801262366585433 0.9991125464439392 0.00047943429672159255
DES_SN049390.DAT 0.1920577436685562 0.7672932147979736 0.04064907133579254
DES_SN367392.DAT 0.22343744337558746 0.2553003132343292 0.5212622284889221
DES_SN874016.DAT 0.0036798021756112576 0.9222302436828613 0.07408995926380157
DES_SN867193.DAT 0.00033671120763756335 0.9992464780807495 0.00041683329618535936
DES_SN691977.DAT 0.012548904865980148 0.9830846786499023 0.004366433713585138
DES_SN369297.DAT 0.2640495300292969 0.6887403726577759 0.04721010476350784
DES_SN736496.DAT 0.041028112173080444 0.8676730394363403 0.09129886329174042
DES_SN735427.DAT 0.03206848353147507 0.9578347206115723 0.0100967762991786
DES_SN783936.DAT 0.11048109829425812 0.871719241142273 0.01779969036579132
DES_SN079054.DAT 0.00039412060868926346 0.9993712306022644 0.0002346737019252032
DES_SN640580.DAT 0.09446671605110168 0.010201842524111271 0.8953314423561096
DES_SN557945.DAT 0.0043321819975972176 0.9953818917274475 0.00028593334718607366
DES_SN620334.DAT 0.00038073124596849084 0.9994096755981445 0.00020956598746124655
DES_SN472981.DAT 0.04593278095126152 0.9422928094863892 0.011774430982768536
DES_SN472226.DAT 0.2787995934486389 0.5948017835617065 0.12639865279197693
DES_SN201819.DAT 0.0424007922410965 0.9432173371315002 0.014381886459887028
DES_SN716506.DAT 0.009143603965640068 0.9880279898643494 0.0028284192085266113
DES_SN044192.DAT 0.005045022815465927 0.9924432039260864 0.002511774655431509
DES_SN663153.DAT 0.7047367095947266 0.12879428267478943 0.1664690375328064
DES_SN138288.DAT 0.006751393433660269 0.991105318069458 0.0021432796493172646
DES_SN830479.DAT 0.015513032674789429 0.9804863333702087 0.004000632558017969
