Object 1 2 3
DES_SN404318.DAT 0.025555158033967018 0.7235499620437622 0.25089484453201294
DES_SN865026.DAT 0.02018534019589424 0.5706636905670166 0.40915098786354065
DES_SN375824.DAT 0.03176219016313553 0.7997335195541382 0.1685042828321457
DES_SN616614.DAT 0.025306370109319687 0.7636020183563232 0.21109163761138916
DES_SN852417.DAT 0.024966463446617126 0.673779308795929 0.3012542128562927
DES_SN070987.DAT 0.045019522309303284 0.45787984132766724 0.4971006512641907
DES_SN248544.DAT 0.01383164431899786 0.3533877432346344 0.6327806115150452
DES_SN708467.DAT 0.006553023587912321 0.7649328708648682 0.22851410508155823
DES_SN850034.DAT 0.03821749985218048 0.8232282996177673 0.13855420053005219
DES_SN635349.DAT 0.016971176490187645 0.8442488312721252 0.13877998292446136
DES_SN552189.DAT 0.01511291041970253 0.5105458498001099 0.4743412137031555
DES_SN377225.DAT 0.01156242098659277 0.41925492882728577 0.5691826343536377
DES_SN256535.DAT 0.015994466841220856 0.8169395923614502 0.16706593334674835
DES_SN396792.DAT 0.025086967274546623 0.7199938893318176 0.2549191117286682
DES_SN860454.DAT 0.005786238703876734 0.5307167768478394 0.46349698305130005
DES_SN715135.DAT 0.024654757231473923 0.8118523359298706 0.16349291801452637
DES_SN743657.DAT 0.0161749254912138 0.6912849545478821 0.2925401031970978
DES_SN043855.DAT 0.0231673251837492 0.7284399271011353 0.2483927309513092
DES_SN359644.DAT 0.9999999403953552 7.934830392741787e-08 0.0
DES_SN539442.DAT 0.07685703784227371 0.5982245206832886 0.3249184489250183
DES_SN483304.DAT 0.1477171927690506 0.6683222055435181 0.18396060168743134
DES_SN795605.DAT 0.014514011330902576 0.6148346066474915 0.37065136432647705
DES_SN392007.DAT 0.28902721405029297 0.5182965993881226 0.19267617166042328
DES_SN293800.DAT 0.01652846299111843 0.7873607873916626 0.19611072540283203
DES_SN157176.DAT 0.011339198797941208 0.6599624156951904 0.32869836688041687
DES_SN120055.DAT 0.018983403220772743 0.6974900960922241 0.2835265100002289
DES_SN345570.DAT 0.03035883791744709 0.7585870623588562 0.21105410158634186
DES_SN822193.DAT 0.07762270420789719 0.5621964335441589 0.36018088459968567
DES_SN153363.DAT 0.025218354538083076 0.6968601942062378 0.2779214382171631
DES_SN429777.DAT 0.024330060929059982 0.7616773247718811 0.2139926254749298
DES_SN766873.DAT 0.022355221211910248 0.6627860069274902 0.31485873460769653
DES_SN135219.DAT 0.012634200975298882 0.9873464703559875 1.9350076399859972e-05
DES_SN385100.DAT 0.015414968132972717 0.5994604229927063 0.3851246237754822
DES_SN446495.DAT 0.030797366052865982 0.8004137277603149 0.16878889501094818
DES_SN247812.DAT 0.04077030345797539 0.8012617826461792 0.15796789526939392
DES_SN696507.DAT 2.604524809157738e-07 0.8678529262542725 0.13214682042598724
DES_SN423039.DAT 0.021869150921702385 0.7186499834060669 0.25948086380958557
DES_SN056564.DAT 0.01652737893164158 0.6808959245681763 0.3025767207145691
DES_SN817732.DAT 0.971031665802002 0.028966739773750305 1.6102758308988996e-06
DES_SN849036.DAT 0.017228271812200546 0.6370424032211304 0.3457293212413788
DES_SN797107.DAT 0.007835373282432556 0.4771019518375397 0.515062689781189
DES_SN196875.DAT 0.8379549384117126 0.004512003622949123 0.15753307938575745
DES_SN049472.DAT 0.037492286413908005 0.8030645847320557 0.15944315493106842
DES_SN844836.DAT 0.00400842959061265 0.7053179144859314 0.2906736433506012
DES_SN015609.DAT 0.01715979166328907 0.7054193615913391 0.27742084860801697
DES_SN122562.DAT 5.5312655604211614e-05 0.0006839398993179202 0.9992607235908508
DES_SN230429.DAT 0.03929566964507103 0.7629843950271606 0.19771991670131683
DES_SN354169.DAT 0.03563957288861275 0.7586248517036438 0.20573557913303375
DES_SN779452.DAT 0.019340679049491882 0.850696861743927 0.1299624741077423
DES_SN073094.DAT 0.0009957237634807825 0.9887608289718628 0.0102434316650033
DES_SN488535.DAT 0.015627069398760796 0.621025025844574 0.3633479177951813
DES_SN581757.DAT 0.029169181361794472 0.7345026731491089 0.2363281399011612
DES_SN294970.DAT 0.019621796905994415 0.5150980353355408 0.4652802050113678
DES_SN084905.DAT 0.014981256797909737 0.7304835915565491 0.25453516840934753
DES_SN713607.DAT 0.32038745284080505 0.5441604852676392 0.1354520469903946
DES_SN494173.DAT 0.05900619179010391 0.7306376099586487 0.210356205701828
DES_SN240666.DAT 0.003975401166826487 0.9674326777458191 0.028591906651854515
DES_SN745469.DAT 0.003473882097750902 0.9467309713363647 0.049795154482126236
DES_SN546570.DAT 0.033110931515693665 0.7346135973930359 0.23227545619010925
DES_SN624749.DAT 0.009671462699770927 0.683641254901886 0.30668726563453674
DES_SN234500.DAT 0.016528086736798286 0.13732574880123138 0.8461461663246155
DES_SN713396.DAT 0.9995222091674805 0.00047779703163541853 6.971652144471818e-09
DES_SN564161.DAT 0.04718964174389839 0.7315328121185303 0.22127756476402283
DES_SN335293.DAT 0.035839349031448364 0.8073503375053406 0.15681032836437225
DES_SN410821.DAT 4.839278069915744e-25 1.0 9.926736683542316e-20
DES_SN670128.DAT 0.011688603088259697 0.681533694267273 0.306777685880661
DES_SN221488.DAT 0.02750026248395443 0.7950383424758911 0.17746137082576752
DES_SN093131.DAT 0.020173558965325356 0.6990501284599304 0.28077632188796997
DES_SN131710.DAT 0.02540934830904007 0.05508778989315033 0.919502854347229
DES_SN539691.DAT 0.014542949385941029 0.5556600093841553 0.42979708313941956
DES_SN153341.DAT 0.05155588686466217 0.836787760257721 0.11165633797645569
DES_SN221509.DAT 0.06791651993989944 0.6926162838935852 0.23946718871593475
DES_SN291660.DAT 0.03923262655735016 0.8927834630012512 0.06798392534255981
DES_SN115568.DAT 0.7258484959602356 0.26594793796539307 0.008203593082726002
DES_SN156019.DAT 0.06299006938934326 0.7426494359970093 0.19436050951480865
DES_SN081317.DAT 0.0289286058396101 0.7380295395851135 0.23304182291030884
DES_SN656060.DAT 0.03132762759923935 0.7739664316177368 0.19470591843128204
DES_SN194826.DAT 0.009326711297035217 0.48963427543640137 0.5010390281677246
DES_SN214059.DAT 0.08804966509342194 0.8125828504562378 0.09936745464801788
DES_SN074156.DAT 0.014486449770629406 0.31332841515541077 0.6721851229667664
DES_SN198897.DAT 0.05658351257443428 0.7806903719902039 0.16272611916065216
DES_SN550741.DAT 0.21341833472251892 0.6233997344970703 0.16318194568157196
DES_SN196449.DAT 0.009459590539336205 0.9352959990501404 0.055244382470846176
DES_SN212827.DAT 0.005517690442502499 0.4369916617870331 0.5574906468391418
DES_SN388897.DAT 0.01734587736427784 0.8743712306022644 0.1082829013466835
DES_SN434481.DAT 0.016615308821201324 0.651407778263092 0.33197689056396484
DES_SN089772.DAT 0.025834763422608376 0.7493356466293335 0.22482958436012268
DES_SN506431.DAT 0.09384192526340485 0.44456377625465393 0.46159428358078003
DES_SN087947.DAT 0.025624236091971397 0.9507417678833008 0.02363402210175991
DES_SN520710.DAT 0.15816494822502136 0.7409124970436096 0.10092257708311081
DES_SN596443.DAT 1.0464540167731684e-07 0.9865589737892151 0.013440944254398346
DES_SN273461.DAT 0.03684820234775543 0.5164797306060791 0.4466720521450043
DES_SN531229.DAT 0.01867128536105156 0.6118625402450562 0.3694661855697632
DES_SN656425.DAT 0.20589673519134521 0.38658252358436584 0.40752074122428894
DES_SN070975.DAT 0.0092295091599226 0.7832289934158325 0.20754149556159973
DES_SN739513.DAT 0.03795737773180008 0.7747955322265625 0.18724708259105682
DES_SN610739.DAT 0.01362990215420723 0.5114197134971619 0.4749504029750824
DES_SN420521.DAT 0.009579496458172798 0.747248649597168 0.24317185580730438
DES_SN856552.DAT 0.017770837992429733 0.7269411087036133 0.2552880644798279
DES_SN013562.DAT 0.024440012872219086 0.839026689529419 0.13653329014778137
DES_SN706883.DAT 0.029319988563656807 0.7473697662353516 0.22331026196479797
DES_SN593868.DAT 0.5709341168403625 0.06859717518091202 0.36046871542930603
DES_SN837058.DAT 0.01872764714062214 0.5925140976905823 0.38875824213027954
DES_SN584763.DAT 0.01571180857717991 0.620048999786377 0.3642392158508301
DES_SN003655.DAT 0.03833319619297981 0.7432011961936951 0.2184656262397766
DES_SN162125.DAT 0.33511242270469666 0.46188992261886597 0.20299763977527618
DES_SN529181.DAT 0.03712370991706848 0.5904268622398376 0.37244942784309387
DES_SN433013.DAT 0.04169692471623421 0.688997209072113 0.26930588483810425
DES_SN548002.DAT 0.022516971454024315 0.7554748058319092 0.22200825810432434
DES_SN397778.DAT 0.025584999471902847 0.7315371036529541 0.24287790060043335
DES_SN447124.DAT 0.012837567366659641 0.7319586277008057 0.25520381331443787
DES_SN164529.DAT 0.011305632069706917 0.5639388561248779 0.4247555136680603
DES_SN571943.DAT 0.12635041773319244 0.826556384563446 0.047093190252780914
DES_SN206788.DAT 0.06478266417980194 0.739619791507721 0.1955975741147995
DES_SN831819.DAT 0.0351862832903862 0.8631536364555359 0.10166005790233612
DES_SN315743.DAT 0.028062665835022926 0.8087178468704224 0.16321951150894165
DES_SN636117.DAT 0.00815480574965477 0.6285306215286255 0.36331459879875183
DES_SN425940.DAT 0.017681732773780823 0.610032320022583 0.372285932302475
DES_SN184149.DAT 0.2516303062438965 0.6084578037261963 0.13991189002990723
DES_SN349117.DAT 0.016588415950536728 0.9177385568618774 0.06567303091287613
DES_SN221357.DAT 0.008327855728566647 0.434858113527298 0.5568140149116516
DES_SN115600.DAT 0.01452633086591959 0.6026984453201294 0.382775217294693
DES_SN133477.DAT 0.0002909167960751802 0.9641203284263611 0.03558875620365143
DES_SN776741.DAT 0.06178294122219086 0.9382163882255554 6.642531502620841e-07
DES_SN580629.DAT 0.002721933415159583 0.32381266355514526 0.673465371131897
DES_SN206117.DAT 0.0961335301399231 0.7079652547836304 0.19590120017528534
DES_SN614200.DAT 0.0013200647663325071 0.9695007801055908 0.029179153963923454
DES_SN001936.DAT 0.0343712717294693 0.7605031728744507 0.20512554049491882
DES_SN897575.DAT 0.8643905520439148 0.13126793503761292 0.00434153713285923
DES_SN873595.DAT 0.048768967390060425 0.8019755482673645 0.14925549924373627
DES_SN691988.DAT 0.021675799041986465 0.6646570563316345 0.3136671185493469
DES_SN443585.DAT 1.6111565855680965e-05 0.9967823028564453 0.003201583866029978
DES_SN406884.DAT 0.020813873037695885 0.553887665271759 0.4252984821796417
DES_SN625246.DAT 0.9396747946739197 0.028317444026470184 0.03200773522257805
